content,label
"giảng viên có quan tâm đến sinh viên , đặc biệt là những sinh viên trung bình , yếu , sắp xếp lịch để dạy phụ đạo .",2
cô rất dễ thương và gần gũi .,2
rất hiểu tâm lý các bạn sinh viên ngoài ra còn có những giờ học thật sự thú vị .,2
Rất đẹp <3,2
thầy wzjwz186 không dạy lớp này .,0
Chất lượng sản phẩm tuyệt vời,2
"những bài tập , đồ án thầy đưa ra rất hay và giúp sinh viên rèn luyện kiến thức rất tốt .",2
có bài tập rõ ràng .,2
có nhiều chỗ thầy nghĩ tụi em biết nên khi hỏi lại thầy thì thầy hơi cau mày .,0
tài liệu tiếng anh gây khó khăn cho ôn thi .,0
Dán khó và ko khít hẳn nhưng dc cái rất dính,1
Vỏ nhựa không đem lại cảm giác sang trong,1
Ko giống như hình,0
Hàng rất đẹp,2
"môn học nên bám sát vào nội dung , mục đích cuối cùng thay vì giảng dạy lý thuyết tràn lan .",0
hi hi,1
"vô cùng yêu thương, áo bao xinh, ship cũng nhanh nữa",2
"Áo xinh, cảm ơn",2
Chúc shop đắt hàng,2
Áo co giãn nhẹ mình 50kg béo quá ko chui vừa 😭,1
Lần đầu tiên mua shoppe mà bị lừa như vậy,0
Đóng gói sản phẩm rất đẹp và chắc chắn Váy cầm nặng tay luôn,2
cần có thêm bài tập về ngữ pháp .,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời,2
giáo viên nhiệt tình và vui tính .,2
Áo đẹp,2
Mền mịn ^^ Thời gian giao hàng rất nhanh,2
Shop phục vụ rất tốt,2
Rõ ràng ghi là chất liệu kaki nhưng hàng lại là chất vải mềm,0
"cô giảng khá dễ hiểu , nhiệt tình chạy vòng vòng lớp hướng dẫn từng sinh viên .",2
Điểm trừ của quần là màu hơi xấu thui,0
Khi mua về nên đi sửa lại,0
"Vãi mỏng, nhìn rất xấu, ib thì shop kh rep!",0
Mặc thử thấy rất nhẹ và mát,2
"Giày đẹp y như hình,giá rẻ,giao hàng nhanh❤️❤️Cám ơn shop nhé!!",2
"Bán hàng k có trách nhiệm, đặt 1 trắng 1 đen mà giao cho khách 2 đen, mình sợ giao nhầm đã nt riêng r v mà vẫn cố tình giao màu sai, đã v khi nhận đc hàng thì 1 cái bị bay màu hàng lỗi, đt khiếu nại thì chửi khách thậm tệ, có dấu hiệu LỪA ĐẢO nên cẩn thận Shop phục vụ rất kém",0
Mua cho cô e cô rất thíc,2
Chất lượng sản phẩm rất tốt,2
Mình mặc vào nhìn như cái váy chống nắng ý,0
Lúc pha k chảy mà bé bú đc mấy hơi là chảy sữa 😌,1
"đi dạy đúng giờ , dễ hiểu .",2
Thời gian giao hàng rất nhanh Nhưng chất vải Ko dc đẹp lắm,1
Săn đc deal xong nhập mã còn có 85k,2
"Form đẹp ,vải cũng ok mất cái đường may không được chắc chắn cho lắm",2
Giống hình Chất lượng sản phẩm tuyệt vời Rất đáng tiền Shop phục vụ rất tốt,2
Vải bình thường,0
Áo đẹp y hình,2
Thật sự chưa hài lòng lắm về cách pvu,0
nhiều lúc hỏi bài sợ thầy la .,0
Ko dám cho ai luôn vì sợ ngta chửi cho,0
Like,2
Đóng gói chắc chắn,2
"Form rộng chất vải được, giao hàng nhanh",2
"nói chuyện lan man , không liên quan đến môn học quá nhiều .",0
"Sp rất ok, còn lại chờ vào tgian xem máy thế nào",2
Mình rất thích những chiếc quần đc bọc riêng từng túi theo kiểu Nhật như thế,2
Đẹp ạ,1
Chất lượng sản phẩm tuyệt vời form đẹp,2
Chất lượng sản phẩm tương đối tốt,2
Hàng màu đẹp như hình,2
Mặt vào zễ thương lắm ạ,2
"sự tận tâm , nhiệt tình và vui tính của giảng viên đã làm cho môn học thêm hấp dẫn và kiến thức môn học cũng rất hay , thú vị .",2
"Xài rất oke chưa thấy lỗi, chủ shop nch rất dễ thương :))",2
Sẽ ủng hộ shop lần sau,1
"Shop giao hàng rất nhanh, cách soạn hàng dễ thương",2
thầy có tâm .,2
"Giao hàng lâu, khăn bị đổ lông lau dính lên người, giặt ra màu rất nhiều, ko nên mua",0
"nhiệt tình , hài hước .",2
Hàng đẹp hơn trong hình nhé,2
Chất lượng sản phẩm tuyệt vời,2
Lần thứ 2 mua hàng,1
Nhưng ko có hộp,1
❤️,2
Đẹp lắm nha,2
"Nc là vs giá tiền là ưng, yên tâm mua nhé mn",2
"không nhiệt tình , chưa cập nhật cái mới trong bài giảng .",0
"giáo viên dạy hay , thu hút học sinh , khả năng truyền đạt tốt .",2
"Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh, vải đẹp nhưng màu vải hơi tối",2
Chất lượng sản phẩm tạm được Đóng gói sản phẩm tạm được Thời gian giao hàng tạm được Shop phục vụ rất tốt Không đáng tiền,2
Chất lượng sản phẩm tuyệt vời,2
K mặc được to mà cũng k đẹp như ảnh,0
"Cặp cxinh, vải đẹp, kết cấu dây kéo cặp hơi khó hiểu nhưng mà không sao, tỏng thể vẫn xinh",1
không có tính thực tiễn .,0
Đáng mua,2
Shop phục vụ khá tốt.cThời gian giao hàng nhanh,2
"chép bài trên bảng nhanh , giảng hơi nhanh .",0
"Chất vải đường may ok nhưng shop chưa tận tâm, mình nhờ shop ktra kĩ trc khi gửi n vẫn để lỗi vải bị luyn k giặt đc",0
"cô dạy với nhiệt huyết của mình , dù như thế nào , cô vẫn luôn mỉm cười và kiên trì giảng bài cho chúng em đến khi chúng em hiểu .",2
"nên trang bị mới loa và micro , vệ sinh phòng học .",0
"Chất lượng sản phẩm tuyệt vời, giống mẫu, vải mỏng",2
Giao hàng nhanh chóng,2
Chất lượng sản phẩm tốt,2
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời áo mỏng vải mỏng,2
"vui tính , dạy dễ hiểu .",2
Lần nào nhận hàng cũng thấy ok,2
"đảm bảo giờ lên lớp , truyền đạt hiệu quả , tích cực .",2
Gói hàng siêu kỹ bóc mắc xỉu shop ơi,1
đừng quá nhiều lý thuyết .,0
"đúng giờ , có bài tập sau mỗi buổi thực hành .",2
Váy đẹp 😘😘,2
Chưa gieo nên chưa biết chất lượng,1
"thầy chu đáo , vui vẻ , tận tình .",2
Chất lượng sản phẩm tuyệt vời . giao hàng xa nên hộp bị móp nhưng k ảnh hưởng đến giày,2
Nên viết rõ ghi chú cho bên giao hàng,1
Qua Ok luon,2
Làm việc rất chuyên nghiệp,2
Rất đáng tiền,2
thầy nói nghe không rõ lắm .,0
"giảng viên giảng dạy nhiệt tình , bài học sinh động , dễ hiểu .",2
"Chất lượng sản phẩm tuyệt vời lại đc tặng thêm quà nhỏ xinh nữa,tks shop nhé",2
thầy nên cho deadline dài ra 1 tí ( bình thưởng chỉ 3 ngày sau khi thực hành ) .,0
thầy dạy khá kỹ .,2
"giảng dạy rất tận tình , giải đáp mọi thắc mắc của sinh viên .",2
dạy khá là nhiệt tình .,2
thầy rất vui vẻ .,2
"dạy khó hiểu , không tận tâm .",0
Chất lượng sản phẩm kém,0
Mình muốn đổi sang 1m6 được k shop,1
Giao hàng chưa đúng trủng loại,0
Shop phục vụ rất tốt Shop phục vụ khá tốt,2
cô rất nhiệt tình giúp đỡ sinh viên .,2
"Chất lượng sản phẩm tuyệt vời , lên mua thêm đôi nữa❤",2
"Vải mỏng rũ, màu đen lên dáng áo ok hơn trắng",1
mong nhà trường phân bố thời lượng môn học rõ ràng và khoa học hơn !,0
Ai mún xem liên hệ https://facebook.com/hoangyenngan,1
dễ thương lắm shop,2
"Chất vải đẹp, chị shop tư vấn nhiệt tình",2
cô rất quan tâm tới sinh viên .,2
giảng viên cần truyền đạt tốt hơn .,0
Với giá tiền thì kg mỏng như mình nghĩ,0
Rất ưng ý,2
bài tập sinh động .,2
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng quá nhanh,2
Thời gian giao hàng rất nhanh Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt,2
"Mặc siêu tôn dáng , Chất lượng sản phẩm tuyệt vời",2
Nhưng thật sự bất ngờ vì chất lượng sp tốt hơn tưởng tượng,2
trình bày slide bài giảng rõ ràng hơn .,0
Quần áo đẹp chỉ cắt gọn gàn ... hình sao hành y vậy 100*🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹,2
"theo em , cần trang bị và sửa chữa máy chiếu .",0
giảng viên luôn đến đúng giờ .,2
"thầy giảng dạy , đưa ra các câu hỏi rất sát với đề tài các nhóm , giúp chúng em có nhiều kiến thức hơn về đề tài của các nhóm .",2
Thank shop,2
tạm ổn .,1
chưa truyền đạt được kiến thức .,0
Chất vải dày dặn nhưng ko phải dạ,1
From áo rất đẹp,2
"freesize nhưng khá bé, mình m52 43kg mặc vừa in 😂😂 dày dặn. với giá ấy thì ok",2
Chất ok,2
"thầy dễ tính , nhiệt tình .",2
"So với giá thì ok, màu k đc đẹp như ảnh",2
"Vai đẹp ạ, hài lòng ve sp",2
Lên dáng đẹp..,2
"Lúc mới lấy ko để ý kĩ ,h xem lại hóa ra áo bị loang màu, bạn bán hành lỗi cho khách sao",0
Thun co giãn tốt,2
"vui tính , nhiệt tình .",2
"Mình đặt hàng màu xanh, sau đó có muốn đổi thành màu xám đậm, có ib shop để đổi màu, shop ok đồng ý rồi nhưng vẫn gửi màu xanh, hơi ko thích điều đó",1
Áo rất đẹp,2
Chỉ hơi bị thừa 1 tí nhưng không cần may dập lại,2
Mua chơi thôi nếu có ý định dùng lâu thì nên inbox shop tư vấn sản phẩm khác,1
"Chất lượng sản phẩm tuyệt vời,rất ưng ý",2
"thầy nên chuẩn bị riêng một slide cho mình để giảng dạy , không nên lấy slide của người khác rồi đến khi sơ sót , thầy lại lấy cái lý do "" đây không là slide của tôi "" , "" cái này tôi cũng không rõ nữa "" .",0
"cô giảng bài dễ hiểu , nhiệt tình .",2
Trả hàng được thì đánh giá tiếp,0
"bởi chúng em đang đi học , phải học của nhiều môn khác nhau .",1
"Mình đẹp, nhưng giao hàng size rất nhỏ",1
Bt cx ok nhưng tạm,1
Sẽ mua thêm vài bộ nữa :*,2
Shop phục vụ rất tốt!,1
Cảm ơn shop,2
Áo đẹp,2
"Bạn chủ rất là ân cần luôn, máy rất tốt trong tầm giá nha, ai muốn mua nên cân nhắc á",2
chưa đi sâu vào cốt lõi của vấn đề .,0
cô viết ở góc bảng gần chổ bụt giảng khiến nhiều khi khó quan sát được ạ .,0
Giao đúng hàng,1
cô sửa nhiều bài tập giúp sinh viên dễ tiếp thu phần lý thuyết .,2
Khung bị móp nhưng k vấn đề gì,2
Áo phù hợp giá tiền,2
Đáng tiền,2
"bài giảng dễ hiểu , cô dạy nhiệt tình , dễ thương .",2
thầy giảng dạy rất tốt .,2
Shop phục vụ rất tốt Rất đáng tiền,2
Ủng hộ dài dài,2
thầy không hỗ trợ sinh viên nhiều trong quá trình thực hành .,0
nhàm chán .,0
"cô vui vẻ , nhiệt tình , tận tụy .",2
Chất lượng sản phẩm tuyệt vời,2
Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn,2
"thầy nhiệt tình giúp đỡ , tận tâm với công việc .",2
giáo viên giảng dạy khá nhanh .,0
Mong shop có những mẫu sp lung linh nữa 😊😊😊,2
Mọi người nên ủng hộ shop,2
Hàng mềm mịn đẹp,2
"cô dạy nhiệt tình dễ hiểu , sửa bài cẩn thận chi tiết .",2
Giao đúng màu và đúng mẫu,2
"Giày mình thấy đẹp nhưng thường mình đi 38 rộng mà lấy đôi nayd đi hơi kịch chân, khó chịu",1
"các mục được đánh "" không ý kiến "" có nghĩa là em đồng ý với điều được hỏi , không ý kiến gì .",1
nâng cao chất lượng giảng viên và trang thiết bị hỗ trợ .,0
nâng cao thiết bị giảng dạy .,0
Cám ơn nhé,2
Sẽ ủng hộ shop tiếp hihi,2
Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời,2
"Áo đẹp, shop phục vụ tốt",2
"Chất lượng sản phẩm kém, không giống như hình, vai thô hơn",0
cô nên cho bài tập nhỏ về nhà để học sinh làm để ôn kiến thức cơ bản .,0
Bị rơi mất 1 nút áo,0
5sao an tết vui ve nhé shop,2
Sẽ ủng hộ shop 😊,2
Tư vấn nói có chị m67 k biết chị đó mặc tới đâu,1
giảng viên thường đưa những chuyện vui vào buổi học giúp sinh viên hứng thú trong giờ học hơn .,2
Má xài êm lắm,2
Giao hàng nhanh,1
"Chất lượng sản phẩm tuyệt vời, từ chất vải đến form đến màu đều như hình, rất ok luôn, lần đầu mua nhưng rất hài lòng",2
chia sẻ nhiều câu chuyện thú vị .,2
"cô rất vui vẻ , nhiệt huyết .",2
Sản phẩm đẹp Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền,2
Hàng đệp chất lượng mua 3 lần r gần mấy chục hộp hhi đợt này đc tặng thêm 1 phấn mắt nhỏ nhỏ siu cute lun,2
"phương pháp giảng dạy chưa hợp lý , đa phần là đọc slide .",0
"cần có một phương pháp giảng khác , chúng em là sinh viên chứ không phải là những người đi làm .",0
dạy nhiều nhưng hơi giảng ít .,0
"Đóng gói sản phẩm rất đẹp và chắc chắn, Chất lượng sản phẩm tuyệt vời",2
"Tẩy trang tốt, sạch và không bị nhờn dính, phù hơp với người trangd diểm vừa phải kh dày quá",2
Đặt size S mà shop giao size M,0
"Hàng giao nhanh , sản phẩm giống 90%",1
Giao hàng nhanh tôt,2
ra thêm những bài tập khó hoặc lạ giúp học sinh kiếm thêm điểm để tăng hứng thú môn học khuyến khích hoạt động phát biểu trong giờ học .,0
"Chất lượng sản phẩm tuyệt vời,bé nhà e rất thích",2
"Mỗi tội lần đầu giao thì gọi vào h nghỉ trưa, ko nghe đc nên bị hủy giao",0
nên kinh mong nội dung môn học được giảm tải cho phù hợp hơn với đặc thù của một trường công nghệ thông tin .,0
"cách dạy không phù hợp , khó hiểu gây chán nản , không có động lực học .",0
dạy hơi khó hiểu và nói quá nhanh .,0
cũng hài lòng .,1
giáo viên tạo nhiều cơ hội cho sinh viên được luyện nói tiếng anh trên lớp .,1
giảng lý thuyết hơi nhanh .,0
"tận tâm , vui vẻ hòa đồng .",2
Shop phục vụ khá tốt,2
Áo đẹp,2
Và MÙI CỰC KÌ NỒNG ko thơm tí nào cả,0
Hàng đẹp,2
Chất lượng sản phẩm tuyệt vời,2
thầy dạy dễ hiểu có tâm .,2
các đường link tham khảo không đáp ứng tốt nhu cầu giải quyết vấn đề .,0
áo xinh còn được tặng dây buộc tóc,2
"Quần bé so với lời ghi trên quảng cáo của shop, Chất lượng sản phẩm tốt",2
》Shop luôn xứng 5 sao,0
Đóng gói sản phẩm chắc chắn,2
kêu thầy hướng dẫn mà không chịu chỉ .,0
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời nhưng giao hàng HƠI LÂU đó,2
Shop phục vụ khá tốt,2
Nói chung là giá và chất lượng hợp lý,2
"thơm cực luôn ,qua rẻ",2
"Giao hàng lại nhanh, vừa mua xong là em mình đã xí phần",2
Áo đẹp cám ơn shop Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,2
Chất lượng sản phẩm tuyệt vời Rất đáng tiền!,2
"Hazzzzzzzzz nước xả vải đi đâu mất mà nó chỉ còn lưng chừng như này. 1,8l hay không không biết nữa.😂",1
Giày đẹp đi êm,2
Chất lượng kÉm,0
Rẽ mà chất lượng ❤️ Chất lượng sản phẩm tuyệt vời,2
Đep,2
Shop phục vụ rất tốt,2
"ít sử dụng micro , nói nhỏ .",0
"trang bị máy tốt hơn , máy chạy chậm ảnh hưởng việc học .",0
Dễ thương lắm,2
"Âm thanh nghe kém, chỉ để nghe gọi đt, nghe nhạc k hay chút nào Thời gian giao hàng tạm được",0
thầy truyền đạt rất nhiệt tình và dễ hiểu .,2
học còn khá tẻ nhạt .,0
thầy dạy rất có tâm huyết với học sinh .,2
có liên hệ môn học với thực tế .,2
em không có ý kiến gì về cách giảng dạy của giảng viên .,1
mỗi khi lấy micro lại phải lấy thêm cả loa .,1
giáo viên không giúp đỡ sinh viên thực hành .,0
Thanks shop nhìu nhìu và chắc sẽ còn ủng hộ nữa,2
Mọi người không nên mua quần bks này nhé vì quần chất lượng kém hàng đinh 2 bên sườn tự bung hết sẽ thành 2 hàng lỗ bên quần hỏng luôn,0
Cổ áo hơi rộng,0
"Vải đẹp lắm luôn , co dãn thoải mái nua , giao hàng lại nhanh, mình rất hài lòng ❤❤",2
Áo hợp vơi môt tả,1
"cô giảng nhiệt tình dễ hiểu , giúp sinh viên giải quyết nhiều vấn đề trong lúc thực hành .",2
Váy đẹp mà rẻ,2
Trông rất xấu,0
"phát âm thuật ngữ tiếng anh không chuẩn , khó phân biệt khi nghe giảng .",0
phương pháp giảng dạy chưa tạo được nhiều sự thu hút từ sinh viên .,0
Đh ko đuq mẫu nha,0
Cảm ơn shop nhé,2
"Chất lượng sản phẩm tuyệt vời, chất đẹp, mặc vừa vặn",2
"các ví dụ về định nghĩa , giao thức , tổ chức mạng của thầy rất gần gũi và dễ hiểu .",2
"Sản phẩm kém chất lượng đường kim mũi chỉ lởm ẩu , phom dáng ko chuẩn siZe",0
Gấp đẹp.,2
"buổi góp ý đánh giá trước khi hoàn chỉnh đồ án thầy xem sơ sài , không chỉ ra chỗ sai lớn nhất đến bài chính thức thì thầy chấm kỹ .",0
giảng viên giảng dạy dễ hiểu .,2
Còn hơn cả đẹp áo dài nên mk cắt ngắn bớt ..,2
"thầy dạy tốt , cần phát huy như thế .",2
cám ơn thầy .,1
cô giảng bài kỹ !,2
Chất vải khá ok,2
Minhg mua hàng shop này nhiều lần,1
Rất hài lòng ạ,2
Nhưng chất lượng tỉ lệ với giá tiền,1
Cãm ơn shop,2
Chỉ bên giao hàng chậm quá,0
học cô có động lực ghê .,2
Lần sau sẽ ủng hộ shop tiếp tục,2
Áo max đẹp 😍😍😍,2
"Hàng đẹp, giao hàng rất nhanh",2
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời,2
Đóng gói thì bình thường,1
thầy dạy rất dễ hiểu và rất quý sinh viên .,2
Áo trơn,1
giáo viên nhiệt tình tận tụy với sinh viên .,2
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,2
"vui , hòa đồng , nhiệt tình .",2
Shop nhiet tinh,2
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Rất đáng tiền. quần giống y hình. đẹp,2
Rẻ so với giá tiền,2
Chỉ có điều kh thích cái fom của nó,0
"giảng viên giảng bài khá nhanh , sinh viên khó có khả năng theo kịp dù chú ý quan sát và lắng nghe giảng , chữ viết hơi khó nhìn .",0
lên lớp muộn .,0
Cảm ơn shop đã cho mình trải nghệm vui vẻ,2
"ít trò chơi vận động áp dụng vào bài học , nội dung chỉ đi theo tuần tự trong sách giáo trình , gây nên cảm giác nhàm chán cho sinh viên .",0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh😋😋,2
"áo ko đẹp giống hình, lại bị nhỏ mặc không vừa",0
giáo viên nên có định hướng cho sinh viên trong việc chọn đề tài nghiên cứu .,0
Ns chung là tuyệt vời phù hợp vs giá tiền,2
Áo đẹp !!,2
Chất lượng sản phẩm tạm được,1
chơi trò chơi .,1
"hòa đồng , vui vẻ .",2
phòng thực hành có quá nhiều máy bị hỏng .,0
nhà trường nên giúp đỡ thầy trong việc giảng dạy vì môn này không đúng chuyên môn của thầy .,0
phương pháp dạy của thầy hay khiến sinh viên chủ động và tránh sinh viên ngủ trong lớp .,2
Rẻ hơn các Shop khác,2
"giảng dạy tận tâm , nhiệt tình , hay .",2
Không kích ứng,2
"cô dạy tận tâm , nhiệt tình , cho làm bài tập phù hợp để giúp sinh viên hiểu bài dễ dàng .",2
Chờ mấy ngày trời mua quần về làm rẻ lau,0
Sp đẹp nhưng cái quai đeo hơi mỏng cứ sợ tự nhiên đứt :((,1
"Thực sự rất hài lòng, shop cực kỳ uy tín và biết cách chăm sóc khách hàng",2
giảng viên cho nhiều thử thách hay .,2
"cô nhiệt tình , cố gắng giúp đỡ học sinh .",2
Áo vải rất đẹp,2
Sản phẩm tốt đáng tiền,2
thầy chấm điểm hơi mắc .,0
Đóng gói sản phẩm rất đẹp và chắc chắn,2
Sản phẩm bị gỉ sét bên trong,1
"Rất đáng tiền, ưng ạ",2
theo sát quá trình thực hành của sinh viên .,2
"phòng học không đáp ứng đủ nhu cầu học tập của sinh viên , máy chiếu khá mờ .",0
"thân thiện , hòa đồng , giảng dạy có kỹ lưỡng .",2
Dễ bung nút áo.hạt mút cách nhau quá,0
Chất vải ok,2
tại trường đang có 2 công trình đang xây nên lúc vào học rất ồn .,0
Đẹp lắm vừa y luôn,2
Balo Quá Mỏng,1
Ko đánh tiền,0
Lần 2 mua son của shop rất ưng,2
"buổi học đầu tiên là 2 tuần sau thi giữa học kỳ , chỉ yêu cầu làm bài tập mà không cần làm đồ án môn học .",0
"Chất mềm, tiện sử dụng, đẹp",2
Mua đơn hàng thứ n rồi,1
slide dễ hiểu .,2
Chất lượng sản phẩm rất kém Shop phục vụ rất kém Đóng gói sản phẩm rất kém Rất không đáng tiền,0
Chất lượng sản phẩm tuyệt vời,2
Méo giống như hình :),1
Chất lượng sản phẩm rất kém,0
"phong cách thầy , rất châu âu .",2
Rất thích,2
Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh,2
Chất lượng sản phẩm rất kém: dây nhuộm mầu nên khi cầm sẽ phai ra tay xanh đỏ tím vàng,0
Tay ngắn 1 chút đi thì sẽ đẹp hơn :)),1
"cô rất tốt , không gì không hài lòng cả .",2
Shop phục vụ rất tốt Thời gian giao hàng rất nhanh 5*,2
Giao hàng nhanh k thể tin luôn a,2
Cám on shop nha,1
giảng viên rất hòa đồng với học sinh .,2
"áo mặc mát , vải đẹp Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh",2
"Chất lượng sản phẩm k tốt , đường chỉ may lộn xộn , có nhiều chỗ hỡ chưa dc may",0
giảng viên cần giải đáp các thắc mắc của sinh viên qua facebook hoặc email .,0
Để mình xem nếu có mình đặt 1 cái,2
Quần chất rất đẹp,2
Nhưng bù lại chủ Shop dễ thương nên tạm hài lòng,1
"Thích lắm, cảm ơn shop!",2
"Khăn đẹp, dày dặn, mềm mịn giá cả hợp lý, nhắn tin cho shop k thấy trả lời cho shop 4 sao thôi",1
Dép dễ thương ai cũng khen hết,2
Hàng không giống hình,0
thầy dạy hay và tận tình .,2
Nên mua,2
Vải hơi thô nhưng không sao đẹp chất lượng ok,2
cái này dẽ thuơng lắm vải đẹp và đang đặt thêm cái nữa,2
"nói to , chậm rãi , dễ hiểu , truyền đạt nhiều kiến thức quan trọng , có tính thực tế .",2
"thầy rất hiền và nhiệt tình quan tâm giúp đỡ chúng em , nhất là trong giờ thực hành nên em rất quý thầy .",2
"thầy hay đi vắng , thường quên up slide lên moodle , quên cho bài tập .",0
không có ý kiến !,1
"Giá rẻ, len mềm và lên form đẹp lắm nhé",2
Mong shop phục vụ tốt hơn,0
"Hơi rộng, nhưng OK",1
"phương pháp giảng dạy chủ động , giúp sinh viên không chỉ nâng cao kiến thức chuyên môn mà còn cả kỹ năng nghề nghiệp doubledot thuyết trình , tư duy phản biện .",2
thầy có kiến thức sâu và rộng .,2
giảng viên cần nhiệt tình hơn trong công tác giảng dạy .,0
Giao sai mau còn bị thủng 1 lỗ,0
sự tận tình của giảng viên .,2
"Cứ mua ở đây cho rẻ mà đúng bobby, xài cho bọn nhỏ ở nhà suốt luôn cucng đỡ đau ví",2
Hàng đúng như hình,2
Dam đẹp nhung hoi ngan,2
Giống hình form hơi rộng,1
thầy rất vui tính .,2
Minh phin rui ma sao roi van nhiều,1
cần trang bị thêm các rèm che cho các phòng học ở dãy nhà c nhằm tránh tình trạng không thấy rõ máy chiếu .,0
Đóng gói sản phẩm rất đẹp và chắc chắn.,2
thầy rất nhiệt tình nhắc lại nhiều lần những kiến thức hay bị quên .,2
Giá v là quá ok r,2
"thầy tận tâm , nhiệt tình với sinh viên .",2
Vải mỏng Giá cả chấp nhận được,1
Quần màu da thun phía trước ko đẹp như quần đen,1
giải tích 2 .,1
"Chất lượng sản phẩm tuyệt vời, Đóng gói sản phẩm rất đẹp và chắc chắn, Rất đáng tiền",2
Phù hợp với giá tiền.mk ko hiểu sao chứ lúc nào cũng đòi mua đồ đẹp mà bỏ ít tiền thì ko có đâu các bạn ạ,1
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh màu in đẹp,2
"cập nhật kiến thức thực tế , giải đáp mọi thắc mắc .",2
"thầy nói nhỏ , giờ học khá nhàm chán .",0
Có điều cái hồng lần này m ko thích lắm,0
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền Rất đáng tiền,2
giảng khó hiểu hơn các thầy cô khác .,0
Chất lượng sản phẩm tuyệt vời Vải đẹp,2
Sẽ tiếp tục ủng hộ,2
"tuy nhiên cách truyền đạt của thầy vẫn chưa dễ hiểu lắm , nên nói ít lý thuyết hơn .",0
Nhưng áo khiến mình hơi thất vọng,0
cô dạy rất tận tâm và dễ hiểu .,2
Tuyệt vời cho sản phẩm .Mọi ng ai thích kiểu quần này thì cứ mua của shop là chuẩn,2
Thời gian giao hàng rất nhanh ❤,2
Vote 5 sao ❤️,2
Sản phẩm chụp và hình ảnh nhận khác nhau 1 teoi 1 vuc ko đáng mua,0
áo đep,2
Vì sai sót của shop,0
Quả không gọn không như mình tưởng phí tiền,1
Chất quần thích lắm ạ,1
"vào lớp muộn , ra trễ làm ảnh hưởng tới các hoạt động khác của sinh viên .",0
Có hộp to bán k ấy shop nhỉ,2
"Bình thường son có mùi thơm,..",2
phần nghe nói được cải thiện .,2
Mùi không thơm lắm như lúc trước mình mua,0
"thời gian hiệu quả , giảng viên nhiệt tình .",2
Chất lượng sản phẩm tuyệt vời,2
"Áo rất đẹp, giá cả hợp lý",2
"giảng viên có phương pháp giảng dạy hay , cập nhật , phù hợp với sinh viên .",2
Định đổi bộ xám mà thoi mất time quá,0
Chất lượng sản phẩm tuyệt vời,2
"giọng thầy rất hay , khả năng truyền đạt rất tốt .",2
K thể chấp nhận lý do cùng màu cùng mẫu cùng loại mà mỗi cái 1 kiểu😡,0
"Thế mà lúc nhận hàng thấy shop tặng thêm 1 vỏ gối ôm cho bộ ga lỡ tay đặt nhầm 😆😆 tuy nhiên cả 3 bộ đều đẹp ưng vô cùng lun , cảm ơn shop",2
Ưng lắm á,2
không có .,1
dạy khá chắc chắn .,2
Áo khá ổn với mức giá,1
Mua xong nhìn cười không,1
khá tận tình .,2
Vì ngại đổi trả hàng nên mình phải đánh giá 3 sao,1
"Shop phục vụ rất tốt, hàng đẹp, chất lượng",2
